image,category,winner,assign,text_ovis,text_vl,table_ovis,table_vl,order_ovis,order_vl,reason
agenda_15.jpg,agenda,ovis,ovis=A,5,3,4,5,5,4,"Transcription A is the winner because it has complete text coverage. Transcription B completely missed the bottom section of the document, including the header 'OTHER NOTES OR INFORMATION' and the footer 'Agenda Template'. However, Transcription B did a better job with the table structures by keeping them as three separate 3-column tables, whereas Transcription A merged them into one large 4-column table."
agenda_16.jpg,agenda,vl,ovis=B,4,4,5,5,4,5,"Transcription A does a much better job of preserving the horizontal layout of the form fields in the 'MEETING DETAILS' section, whereas Transcription B splits them into single lines. Transcription A also correctly transcribes the superscripts in uppercase (ST, ND, RD, TH), whereas B uses lowercase for some of them. Transcription B is only better in that it includes the footer elements ('e' logo and 'Page 1 of 1') which Transcription A missed."
agenda_17.jpg,agenda,ovis,ovis=B,5,4,5,4,5,5,"Transcription B is more accurate. Transcription A incorrectly wraps the section headers in centered div tags, whereas they are left-aligned in the image. Additionally, Transcription B correctly counts 10 empty rows (11 rows total) in the 'Closed Actions' table, while Transcription A only has 9 empty rows (10 rows total)."
agenda_18.jpg,agenda,ovis,ovis=B,4,4,5,5,5,3,"Transcription B is much better in terms of reading order. Transcription A inserts 'Location: [Location]' in the middle of the 'Last meeting decision' list. Transcription A also completely misses the top headers ('[Organization Logo]', '[Organization Address]') and the footer. Transcription B does miss one '[Name]' entry in the Attendance section (there are 6, it only transcribed 5) and slightly misinterprets the small text under the WTO logo in the footer, but it is overall much more complete and faithful to the layout."
agenda_19.jpg,agenda,ovis,ovis=A,5,3,5,5,5,5,"Transcription A is complete and captures all elements of the page, including the header ('COMPANY LOGO', 'MEETING AGENDA') and the footer text. Transcription B completely misses both the header and the footer."
agenda_20.jpg,agenda,ovis,ovis=B,5,4,5,5,5,5,"Transcription B is more faithful to the document. Transcription A misses the main header 'Agenda' at the top of the page, adds hallucinated underscores to the 'Date:' field, and only includes three lines at the bottom instead of the four present in the image."
agenda_21.jpg,agenda,vl,ovis=B,4,5,3,4,4,5,"Transcription A is much more accurate. Transcription B hallucinated an entire fifth block of '[Time] - [Time] / [Activity] / [Location] / [Line item] | [Presenter]' which does not exist in the source image (there are only four blocks). Transcription A correctly identifies the four blocks, although it has a minor layout slip in the fourth block where '[Location]' is placed at the end of the block instead of on the same line as '[Time] - [Time] [Activity]'."
agenda_22.jpg,agenda,ovis,ovis=A,4,3,5,5,5,5,"Transcription A is much more complete as it includes the entire header of the document (Luminex LLC, logo text, and contact details), which Transcription B completely misses. Both transcriptions struggle slightly with the cut-off text at the very bottom of the page, but A is overall much more faithful."
agenda_23.jpg,agenda,ovis,ovis=B,5,4,5,4,5,5,"Transcription B is much more complete and accurate. Transcription A completely missed the 'HOST: Anne Summers' line at the top of the document. Additionally, Transcription B correctly formats the table using rowspans for the 'Time' column, which matches the visual layout of the document much better than Transcription A's empty cells. Transcription B also correctly adds a space in 'Rachel Ranscht'."
form_01.jpg,form,ovis,ovis=A,5,3,5,5,5,3,"Transcription A is much more accurate and faithful to the document. Transcription B has several text errors: it repeats 'ANGO OTA, OGUN STATE' in the address, cuts off 'Ogun State' to 'Ogu', misreads the passport number 'B04641306' as '804641306', and completely misses the handwritten school name 'EKITI STATE UNIVERSITY'. Furthermore, Transcription B has a highly scrambled reading order in the middle section, mixing the left and right columns together."
form_03.jpg,form,ovis,ovis=A,5,3,2,1,4,4,"Transcription A is much cleaner and more accurate. Transcription B contains several hallucinations, including image tags and a LaTeX math block. B also misses some text, such as the word 'Cash' in 'Cash with Application', and the dollar signs in '$25' and '$21'."
form_04.jpg,form,ovis,ovis=B,5,4,5,4,5,4,"Transcription B is superior because it correctly identifies the three-column layout in Section B ('Type of Health Coverage') as a table, preserving the correct reading order and text association. Transcription A scrambles this section, grouping all the 'Plan Choice' labels together at the end and missing the 'Yes/No' checkboxes for the 'Children' column. Transcription B also does a better job of representing the fillable blank lines with underscores."
form_05.jpg,form,vl,ovis=A,3,4,5,5,3,3,"Transcription B has significantly better text fidelity. Transcription A contains numerous OCR errors on handwritten/typed blue text, such as transcribing 'Indian' as 'Indiam', 'Visakhapatnam' as 'Visakhoputnam', 'Marital Status' as 'Mantai Status', 'Same' as 'Srm', 'Santhapuri' as 'Sambopuri', and 'Incase' as 'Institute'. Transcription B correctly transcribes almost all of these names and terms."
form_06.jpg,form,ovis,ovis=B,5,1,5,1,5,1,"Transcription A is completely incomplete, capturing only a single cell of the entire document. Transcription B is an exceptionally high-quality transcription that captures almost all text accurately and represents the complex form layout using a well-structured HTML table."
form_07.jpg,form,ovis,ovis=A,5,4,5,5,5,5,"Transcription A is much cleaner and more faithful to the document. Transcription B introduces unnecessary LaTeX math formatting for asterisks (e.g., `$ ^{*} $`), misses several checkboxes (such as in the 'EMPLOYMENT DESIRED' section), and fails to transcribe the footer ('e' logo and 'Page 1 of 4')."
form_08.jpg,form,vl,ovis=A,4,4,3,4,4,5,"Transcription B is much more faithful to the layout of the document. Transcription A crams the entire bottom half of the application form into a single table cell, resulting in a massive, unreadable block of text. Transcription B correctly separates this content and formats it nicely. While Transcription B has a minor column alignment error in the Education table (placing the header 'GED, Diploma, or Degree' in the first data row instead of the header row), its overall table structure and cell division are much more precise than A's over-simplified merges."
form_09.jpg,form,ovis,ovis=A,5,3,4,4,5,4,"Transcription A is much more complete and faithful to the source document. Transcription B completely misses the 'REFERENCES' section header, misses the entire footer (including 'Signature of Applicant', 'Date', and the copyright notice), and contains a hallucinated image tag in the Acknowledgement section."
form_10.jpg,form,ovis,ovis=B,5,4,5,3,5,4,"Transcription B is much more complete and accurate. Transcription A completely misses the 'High School Graduate Or General Education (GED)...' section under EDUCATION AND TRAINING, misses the 'SPECIAL SKILLS' text box content, and misses the footer text/logos. Transcription B also represents the table structure of the 'POSITION' section much better by separating 'Will Accept' and 'Shift' into their respective columns."
form_11.jpg,form,ovis,ovis=B,5,3,5,3,5,4,"Transcription B is much more complete and faithful to the document. Transcription A misses several key text elements, including the 'ARE YOU EMPLOYED NOW?' question, the 'SUBJECTS STUDIED' column in the education table, the disclaimer text under activities, and the entire footer. Transcription B successfully captures all of these, including the vertical text on the right margin ('LAST', 'FIRST', 'MIDDLE')."
form_12.jpg,form,ovis,ovis=A,4,2,4,3,5,3,Transcription A is much more complete and faithful. Transcription B fails significantly by replacing large sections of the document (including the entire Personal Information section and parts of other sections) with image placeholder tags instead of transcribing the text. Transcription A has a minor typo ('MHIGH SCHOOL' instead of 'HIGH SCHOOL') but is otherwise highly accurate.
form_13.jpg,form,ovis,ovis=A,4,4,5,1,5,2,"Transcription A correctly identifies and separates the different tables on the page, representing their columns and rows accurately. Transcription B, on the other hand, forces almost the entire document (including non-table text blocks, separate tables, and the footer) into one single massive HTML table. This severely damages its table structure and reading order scores."
form_14.jpg,form,vl,ovis=B,5,4,3,5,5,5,"Transcription A is the winner because it preserves the table structure of the document much better than B. In the 'Property Details' section near the bottom, Transcription B collapses three rows of structured form fields into a single cell containing a long string of text with underscores. Transcription A correctly represents these as separate rows and cells. Transcription A also correctly splits the 'Borrower | Employment History | Co-Borrower' header row into separate columns, whereas B merges them. Transcription A did miss the very bottom phone/fax line and has a minor image tag artifact, but its structural fidelity is vastly superior."
form_15.jpg,form,vl,ovis=B,4,5,2,5,3,5,"Transcription A is exceptionally accurate in representing the complex table structures of this application form. It correctly identifies the rowspans and colspans, keeping the text in the correct cells. Transcription B, on the other hand, fails significantly on the table structure: it merges rows 5 and 6 in the first table, and in the second table, it merges multiple distinct left-hand blocks and right-hand blocks into giant cells, which completely scrambles the logical reading order of the questions."
form_16.jpg,form,ovis,ovis=B,5,1,5,5,5,5,"Transcription A is extremely incomplete, capturing only the header and the first paragraph of the document. Transcription B is highly complete and accurate, transcribing all five sections of the application form as well as the header and footer details."
form_17.jpg,form,vl,ovis=B,4,5,3,5,5,5,"Transcription A is extremely precise with the table structure, correctly identifying the exact number of empty rows in both the Education (2 empty rows) and Work Experience (3 empty rows) tables. Transcription B adds extra empty rows to both tables. Furthermore, Transcription B has a text typo in the contact number field (`<Telephone No.>&gt;` resulting in a double closing bracket) and merges 'SIGNATURE' and 'DATE' into a single text block at the bottom, whereas Transcription A correctly separates them."
form_18.jpg,form,ovis,ovis=B,5,4,5,5,5,5,"Transcription B is more faithful because it includes the header text 'GOAL: Fill Out A Job Application' at the top right of the page, which Transcription A completely misses. Transcription B also correctly captures the second blank line at the very bottom of the page under 'If yes, please explain:'."
form_19.jpg,form,vl,ovis=B,2,3,5,5,3,4,"Transcription A missed the header section completely and missed the label 'Name *'. It also has a minor hallucination at the start ('111') and an image tag hallucination in the middle. However, Transcription B has a massive hallucination at the end consisting of a list of numbers from 1 to 99, and its reading order in the Address section is scrambled and contains duplicate/extra placeholders. Therefore, A is the better transcription despite the missing header."
form_20.jpg,form,ovis,ovis=A,5,4,4,3,5,5,"Transcription A is much more complete than Transcription B. It includes the header logo text ('SMITH'), the 'Strictly Private & Confidential' text, and the footer ('1 Page', 'V1.0 (15)'), all of which are missing from Transcription B. Additionally, Transcription A represents the 'DRIVER DETAILS' section as a table, which matches the boxed layout of the original document, whereas B represents it as plain text."
form_21.jpg,form,ovis,ovis=B,5,2,5,1,5,3,"Transcription B is highly accurate and captures almost all the text on the page, including the header, Section 1 fields, and footer. Transcription A, on the other hand, misses the header, footer, and the entire Section 1 (replacing it with an image placeholder tag)."
form_22.jpg,form,vl,ovis=A,1,3,1,4,2,4,"Transcription A is extremely incomplete, capturing only the first few lines of the document with several errors and hallucinations, then cutting off completely. Transcription B captures the entire document, representing the complex form layout using HTML table structure. While B has some OCR typos (such as 'Salary' instead of 'Salutation', 'Participants' instead of 'Particulars', and '8' instead of '3' for the third section), it is vastly superior and highly usable compared to A."
form_23.jpg,form,ovis,ovis=A,5,4,4,4,5,5,"Transcription A is the winner because it captures the entire document, including the 'Section 1 : PERSONAL INFORMATION' header which Transcription B completely misses. Additionally, Transcription B introduces unnecessary LaTeX math formatting for asterisks (e.g., `$ ^{{*}} $`), whereas Transcription A keeps the text clean and faithful."
invoice_01.jpg,invoice,ovis,ovis=A,5,4,5,4,5,3,Transcription A is highly accurate. It correctly identifies the 10 empty rows in the table (Transcription B has 11). Transcription B also contains a hallucination ('DM FOR') and has a scrambled reading order in the bottom half of the document.
invoice_02.jpg,invoice,ovis,ovis=B,5,4,5,2,5,4,"Transcription B is much more faithful to the document. It correctly identifies all 12 rows of the empty table, whereas Transcription A only includes 2 rows. Transcription B also correctly transcribes 'DUE DATE' with a space, whereas A merges it into 'DUEDATE'."
invoice_03.jpg,invoice,ovis,ovis=A,5,4,5,4,5,4,"Transcription A is much more complete. It correctly captures all the placeholder lines, represents the boxes next to 'Sub Total', 'Tax', and 'Total Amount' as a table, and includes the 'SIGNATURE' and 'DATE' fields at the bottom of the page. Transcription B misses the bottom fields entirely, misses the boxes next to the totals, and misses most of the placeholder lines under 'Billed to'."
invoice_04.jpg,invoice,ovis,ovis=B,5,3,4,5,5,4,"Transcription B is the winner because it captures all the text on the page, including the company header details and the main title 'INVOICE' at the top, which Transcription A completely missed. Transcription A did a slightly better job representing the 'BILL TO / SHIP TO' section as a table, whereas B split it into a simple table header followed by text blocks, but B's superior text fidelity makes it the clear winner."
invoice_05.jpg,invoice,ovis,ovis=A,5,3,5,4,4,4,"Transcription A is much more complete and accurate. Transcription B completely missed the top-right header ('Your Company Name', etc.) and the entire footer ('Powered by wave', etc.). Additionally, Transcription B hallucinated a 7th row in the main table, whereas there are only 6 rows in the image (which Transcription A correctly transcribed)."
invoice_06.jpg,invoice,ovis,ovis=B,5,3,5,2,5,4,"Transcription B is exceptionally accurate. It correctly counts the 19 empty rows in the table, captures all the footer text ('Thank You for Your Business!', 'Commercial Invoice Template'), and includes the 'Sub Total', 'Tax', and 'Total Due' fields which Transcription A completely missed. Transcription A also made a typo in the phone number, adding an extra digit."
invoice_07.jpg,invoice,ovis,ovis=B,5,4,4,3,5,5,"Transcription B is superior because it avoids the typo 'Bin To' found in A (correctly transcribing it as 'Bill To'). Additionally, B structures the second table much better by aligning 'Sub Total', 'Tax', etc., under the third column (Unit Price) rather than the second column (Quantity). B also avoids creating an unnecessary table at the very bottom of the document."
invoice_08.jpg,invoice,ovis,ovis=A,4,3,4,4,5,4,"Transcription A is much more complete than Transcription B. It includes the logo text at the top left, the 'INVOICE' header, and the entire footer block at the bottom, all of which are completely missing from Transcription B. Transcription A has one minor typo (missing a closing bracket in '[Company bank account number'), but its overall coverage and reading order are far superior."
invoice_09.jpg,invoice,ovis,ovis=B,5,3,5,5,5,2,"Transcription B is much more complete and accurate. Transcription A completely misses the main title 'Invoice', the entire footer section ('Authorized Person', 'Title', 'Date', 'Contacts', 'Authorized Signature'), and the watermark 'Template.net'. Additionally, Transcription A scrambles the reading order of the top section, inserting 'Date' and 'Invoice No.' in the middle of the 'Name/Address/Contact' block."
invoice_10.jpg,invoice,ovis,ovis=B,5,3,5,1,4,3,"Transcription B is significantly better. It captures the main table structure perfectly (11 rows, 2 columns), whereas Transcription A completely fails to represent the table. Additionally, Transcription A misses the top title ('BLANK INVOICE TEMPLATE') and the bottom footer ('For questions concerning this invoice, please contact'), both of which are correctly captured by Transcription B."
invoice_11.jpg,invoice,ovis,ovis=B,5,4,3,3,5,4,"Transcription B is the winner because it captures all the text on the page, including the main title 'INVOICE' and the subtitle '[Your Company Slogan]', both of which were missed by Transcription A. Both transcriptions struggle slightly with the complex layout of the subtotal/total section at the bottom of the second table, but B is overall much more complete and has better reading order."
invoice_12.jpg,invoice,vl,ovis=B,5,4,1,5,2,5,"Transcription A is much better because it preserves the layout and reading order of the document. It uses a layout table to keep the two-column header aligned correctly, and represents the main invoice table as an actual table. Transcription B fails to capture any table structure and has a severely scrambled reading order in the top section, interleaving lines from the left and right columns in a confusing way. Transcription B has slightly better text fidelity in the footer (Transcription A hallucinated ': ___' at the end of one line), but A is far superior overall."
invoice_13.jpg,invoice,ovis,ovis=A,5,2,5,4,5,3,"Transcription A is highly faithful, capturing all the text elements on the page including the header information (Your Business Name, Company Address, etc.), the 'Bill To' section, and the 'Comments' box. Transcription B completely misses the header information, the 'Bill To' section, and replaces the 'Comments' box with an image placeholder."
invoice_14.jpg,invoice,ovis,ovis=B,5,3,3,4,5,4,"Transcription B is much more faithful to the text on the page. Transcription A misses key text elements such as 'Subtotal:' and 'Tax Rate:', and includes a hallucination ('７７'). Transcription A correctly places the table headers inside the table structure, whereas Transcription B separates them, but B's superior text fidelity makes it the clear winner."
invoice_15.jpg,invoice,ovis,ovis=B,5,3,4,5,5,4,"Transcription B is the winner because it successfully captures the 'COMPANY LOGO HERE' text block at the top right, which Transcription A completely misses. Additionally, Transcription A swaps the order of '[Street Address]' and '[City, ST ZIP Code]' in the BILL TO section. Transcription A has the correct number of empty rows in the main table (9 rows), whereas Transcription B has 11, but B is still much more faithful overall."
invoice_16.jpg,invoice,ovis,ovis=B,5,3,4,3,5,5,"Transcription B is much more complete as it includes the ""COMPANY LOGO"" text at the top and the entire footer at the bottom of the page, both of which were completely omitted by Transcription A. Additionally, Transcription B handles the ""Tax 3%"" row in the main table better by keeping ""3%"" out of the ""Amount"" column."
invoice_17.jpg,invoice,vl,ovis=A,5,4,5,5,3,5,"Transcription B is the winner because it correctly groups the 'BILL TO' and 'SHIP TO' address blocks. Transcription A reads horizontally across the columns line-by-line, which scrambles the logical reading order of the addresses. Transcription A did capture the very faint 'J-FORMS' text in the bottom-left corner which B missed, but B's correct reading order makes it much more usable."
invoice_18.jpg,invoice,ovis,ovis=B,5,2,5,2,5,3,"Transcription B is highly accurate and complete, capturing almost all text on the page including the header, the bottom totals section, and the notes section. Transcription A misses the entire header, the entire bottom section, and merges the two separate tables into a single incorrect table structure."
invoice_19.jpg,invoice,ovis,ovis=A,5,4,5,3,5,4,"Transcription A is highly accurate. It correctly transcribes the typo 'Adress' as written on the page, whereas B 'corrects' it to 'Address'. Transcription B also has a typo in the payment method ('/isa' instead of 'Visa'). Furthermore, Transcription B tries to force the entire document layout into a single massive table, which is structurally incorrect and unnecessary, whereas Transcription A represents the tables cleanly and naturally."
invoice_20.jpg,invoice,ovis,ovis=B,5,3,5,3,5,4,"Transcription B is much more complete and faithful to the document. Transcription A completely missed the 'TERMS' section and the entire bottom-right calculation block (SUBTOTAL, DISCOUNT, TAX, etc.). Transcription B also handled the side-by-side layout of the header much better by using a table structure."
invoice_21.jpg,invoice,ovis,ovis=A,5,3,5,2,5,3,"Transcription A is highly accurate. It correctly captures the 'Invoice' header at the top, maintains the correct reading order for the FROM and TO address blocks, accurately represents all 10 rows of the main table, correctly structures the Subtotal/Tax/Balance Due rows, and includes the footer 'eForms.com'. Transcription B misses the main header, scrambles the address lines, misses several rows in the table, and completely breaks the table structure at the bottom (merging Subtotal, Tax, and Balance Due into a single cell)."
invoice_22.jpg,invoice,ovis,ovis=B,5,3,5,5,5,3,"Transcription B is highly accurate and complete, capturing all text elements on the page. Transcription A misses several key text elements, including the main title 'Invoice', the '[Phone]' and '[Fax]' placeholders in the header, and the '[Name]' placeholder under 'Bill To'. Transcription A also has a scrambled reading order in the top half of the document."
invoice_23.jpg,invoice,ovis,ovis=B,5,3,4,2,5,3,"Transcription B is much more complete and faithful to the document. Transcription A completely misses the 'COMPANY LOGO' text at the top and the entire footer at the bottom. Furthermore, Transcription A attempts to force the entire document into a single giant table, which severely distorts the structure and reading order. Transcription B correctly separates the text blocks and tables, resulting in a much more accurate representation."
original_001.jpg,original,ovis,ovis=B,4,4,5,5,5,5,"Transcription B is the winner because it includes the footer information at the bottom of the page, which Transcription A completely omitted. Transcription B also correctly captured all the bullet points in the attendees list. However, Transcription B failed to preserve the bullet points and newlines inside the table cells, resulting in merged run-on words (e.g., 'remarksBrief', 'objectivesDiscussion'). Transcription A preserved these beautifully but missed the footer."
original_002.jpg,original,vl,ovis=B,3,4,3,4,5,5,"Transcription A is much better because it preserves the bullet points, checkboxes, and line breaks inside the table cells. Transcription B removes all bullets/checkboxes and merges the lines together without spaces, resulting in run-on words like 'weekShare', 'onList', 'weekIt', 'concernsNote', and 'uncertaintiesShare'. Transcription A did miss the header metadata ('DD/MM/YYYY' and 'Randelo Co.') and merged the two separate tables into one single table, but its text fidelity and overall structure are still far superior to B."
original_003.jpg,original,ovis,ovis=A,5,4,4,4,5,5,"Transcription A is slightly more accurate with text fidelity. Specifically, it correctly transcribes 'Mrs. Lion,' with a comma, whereas Transcription B changes it to a period ('Mrs. Lion.'). Both transcriptions handle the layout and superscripts well."
original_004.jpg,original,ovis,ovis=A,5,4,5,5,5,5,"Transcription A is much more complete and faithful. Transcription B completely misses the main header of the document ('PROFESSIONAL DEVELOPMENT AGENDA'). Additionally, Transcription A correctly preserves the line breaks for the presenters/facilitators (e.g., 'Kerin', 'Gaby', etc. on separate lines), whereas Transcription B merges them onto the same line. Transcription A also correctly transcribes 'workshops' as plural, whereas B writes 'workshop'."
original_005.jpg,original,vl,ovis=B,2,4,5,5,4,4,"Transcription A is significantly more accurate than Transcription B. Although A misses the top header of the document, it captures the administrative offices in the sidebar (which B completely omits). Furthermore, B has numerous severe OCR errors and hallucinations: it misreads almost all phone numbers, misreads 'pg.' as '59-' throughout, hallucinates text at the end of item 8, and has many spelling errors (e.g., 'Julian' instead of 'Julliard', 'SMARTMINKING' instead of 'SMARTHINKING', 'Willem' instead of 'William'). Transcription A is much more faithful to the actual text."
original_006.jpg,original,vl,ovis=B,5,5,3,4,5,5,"Transcription A is more faithful to the table structure. It correctly includes the title block inside the table (as a merged row at the top) and correctly uses `colspan=""7""` for the 'Stakeholder Input' section header. Transcription B puts the title outside the table and incorrectly uses `colspan=""3""` for the 'Stakeholder Input' header, which distorts the table structure."
original_007.jpg,original,ovis,ovis=B,5,4,5,3,5,4,"Transcription B is significantly better. It captures the document title ('Personnel To Do List') which Transcription A misses. More importantly, Transcription B correctly represents the table structure of the spreadsheet, including Column A (with checkboxes represented as '□' and the checkmark '√' in the header) and Column D (with '0/19 completed'). Transcription A completely omits Column A and Column D from the table, merging and shifting the columns incorrectly."
original_008.jpg,original,vl,ovis=A,4,5,4,5,5,5,"Transcription B is better because it correctly handles the multi-line items in the 'TO DO' column by using newlines (\n) to separate them, whereas Transcription A merges them together without any spacing. Additionally, Transcription A has a hallucinated '10' at the very end of the document."
original_009.jpg,original,vl,ovis=B,3,4,3,4,5,5,"Transcription A has much better text fidelity than B. Transcription B contains severe OCR errors and hallucinations, such as translating Italian words into Spanish ('Instituto Superior de la Protección' instead of 'Instituto Superiore per la Protezione'), transcribing 'TNO' as 'THO' multiple times, 'Sleipner' as 'Sleepier', and 'K12-B' as 'K12-8'. Transcription A also maintains a better table structure, whereas B merges multiple distinct rows together (such as the header rows and session titles)."
original_010.jpg,original,ovis,ovis=A,5,3,3,5,5,5,"Transcription A is the winner because it captures the entire text of the document, including the main header ('LONGVIEW ISD Department of Curriculum & Instruction') which Transcription B completely misses. Transcription A also correctly preserves the typo 'asynchronus' from the image, whereas B corrects it and duplicates the footer line. Transcription B has a superior table structure (representing it as a single unified table rather than splitting it into four), but the severe text omission in B makes A the overall better transcription."
original_011.jpg,original,vl,ovis=B,4,5,4,5,5,5,"Transcription A is superior because it preserves the line breaks and bullet points within the table cells, making the text much more readable and faithful to the original image. It also correctly captures the empty rows at the bottom of the table, whereas Transcription B omits them and merges all the bulleted text into single continuous strings without spacing or bullet characters."
report_01.jpg,report,ovis,ovis=B,5,3,4,4,5,3,"Transcription B is much more complete. Transcription A completely omits the top half of the document (including the header and the 'Key Metrics' cards), replacing it with an image placeholder. Transcription A also misses the dollar signs in the main table. Both transcriptions have minor structural issues with the main table (splitting the arrow and percentage of the '% CHANGE' column into two separate columns), but B is far superior due to its completeness."
report_02.jpg,report,ovis,ovis=A,5,4,5,5,5,4,"Transcription A is extremely accurate and clean. Transcription B contains several hallucinated image tags with local file paths (e.g., `imgs/img_in_chart_box_...`). Additionally, Transcription A correctly transcribes the overflow hashes in the table as 6 hashes (`######`), whereas Transcription B uses 7 (`#######`)."
report_03.jpg,report,ovis,ovis=A,5,4,4,4,5,5,"Transcription A is more faithful to the physical text on the page. It correctly transcribes the truncated words exactly as they appear on the page (e.g., 'equipr' and 'obligati'), whereas Transcription B 'corrects' them to 'equipment' and 'obligations'. Additionally, Transcription A includes the footer text ('Created by FineReport...'), which is completely missing in Transcription B."
report_04.jpg,report,tie,ovis=A,5,5,4,4,5,5,"Both transcriptions are excellent and virtually identical in terms of text accuracy and table structure. Both make the same minor error in the second row of the table: they use `colspan=""2""` for both cells, whereas ""Report Period:"" is actually 1 column wide and ""January - December 2021"" is 3 columns wide (aligned with the ""Year"" column boundary). Since cosmetic CSS styling differences are ignored, the two transcriptions are a tie."
report_05.jpg,report,ovis,ovis=A,5,3,2,5,4,5,"Transcription A is much more faithful to the text on the page. Transcription B completely omits the entire top dashboard section (all the key metrics, percentages, and chart values) and replaces it with an image placeholder tag. Furthermore, Transcription B has multiple OCR typos in the table, consistently transcribing 'PROFIT' as 'PRORT' (e.g., 'OPERATING PRORT', 'NET PRORT', 'PRORT AFTER TAX'). Transcription A, although lacking HTML table formatting, captures all the text and numbers accurately."
report_06.jpg,report,ovis,ovis=B,5,4,5,3,5,4,"Transcription B is much better because it correctly identifies the table as having 5 columns, grouping 'Total Market Cumulative' into a single header. Transcription A splits this into three columns ('Total', 'Market', 'Cumulative') and leaves two of them entirely empty. Additionally, Transcription B correctly transcribes the '####' overflow indicators in the 'gap' column, whereas A misses one hash ('###')."
